patent_id,inventor_sequence,inventor_id,disambig_inventor_name_first,disambig_inventor_name_last,gender_code,location_id
12175350,0,fl:ar_ln:vahdat-2,Arash,Vahdat,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7525551,0,fl:wi_ln:newhall-1,William Parsons,"Newhall, Jr.",M,4affd925-16c8-11ed-9b5f-1234bde3cd05
11783455,0,fl:pa_ln:kozlowski-3,Pawel,Kozlowski,M,bc496cf2-16c7-11ed-9b5f-1234bde3cd05
8473948,0,fl:sc_ln:legrand-2,Scott Michael,Le Grand,M,c18d2b53-16c7-11ed-9b5f-1234bde3cd05
12223593,0,fl:ch_ln:chen-1788,Chen,Chen,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11966737,4,fl:sa_ln:laine-2,Samuli Matias,Laine,M,8fe265be-49af-11ed-9879-1234bde3cd05
7274373,3,fl:ha_ln:zatz-1,Harold Robert Feldman,Zatz,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
11722417,1,fl:jo_ln:gavilan-3,Joselito,Gavilan,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9001157,0,fl:sa_ln:gateau-1,Samuel,Gateau,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
9159158,1,fl:ja_ln:lehtinen-2,Jaakko T.,Lehtinen,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
11023732,0,fl:pr_ln:sundareson-1,Prabindh,Sundareson,U,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
11816987,3,fl:ra_ln:ganapathi-1,Ram,Ganapathi,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11908104,1,fl:er_ln:dujardin-1,Eric,Dujardin,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
10095548,3,fl:om_ln:paranjape-1,Omkar,Paranjape,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
8321618,0,fl:sh_ln:keil-2,Shane J.,Keil,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12075589,0,fl:ry_ln:albright-1,Ryan,Albright,M,c6d1fc1a-16c7-11ed-9b5f-1234bde3cd05
7825835,0,fl:ja_ln:radhakrishnan-9,Jaijith K.,Radhakrishnan,U,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
10445177,0,fl:da_ln:reed-37,David G.,Reed,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7206556,0,fl:ed_ln:liu-9,Edward,Liu,M,c7b15c3f-16c7-11ed-9b5f-1234bde3cd05
9836878,1,fl:pe_ln:nelson-18,Peter,Nelson,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
11790633,0,fl:zh_ln:yu-28,Zhiding,Yu,U,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9640249,1,fl:ji_ln:guo-76,Jing-Ming,Guo,M,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
7772891,1,fl:gu_ln:ning-5,Guoqing,Ning,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7334108,2,fl:se_ln:treichler-1,Sean J.,Treichler,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
11474710,1,fl:ma_ln:stich-7,Martin,Stich,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10497168,2,fl:ch_ln:vivoli-1,Chad,Vivoli,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11604944,2,fl:ha_ln:seo-10,Hae-Jong,Seo,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
6697064,0,fl:ma_ln:kilgard-1,Mark J.,Kilgard,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
8543792,1,fl:li_ln:yuan-58,Lingfeng,Yuan,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
8655937,0,fl:ju_ln:vanderspek-1,Julius,Vanderspek,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
12288277,0,fl:hu_ln:ling-8,Huan,Ling,M,1831a2a8-16c8-11ed-9b5f-1234bde3cd05
8094164,1,fl:ap_ln:gupta-4,Apoorv,Gupta,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
8776030,0,fl:vi_ln:grover-5,Vinod,Grover,M,5d0c8fca-16c8-11ed-9b5f-1234bde3cd05
12149259,1,fl:ni_ln:saxena-4,Nirmal,Saxena,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
8806100,0,fl:jo_ln:berendsen-1,John W.,Berendsen,M,a9fca3bc-16c8-11ed-9b5f-1234bde3cd05
12260486,4,fl:yu_ln:uralsky-2,Yury,Uralsky,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
7884831,9,fl:em_ln:kilgariff-1,Emmett M.,Kilgariff,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7275143,2,fl:da_ln:reed-37,David G.,Reed,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
10991152,4,fl:ka_ln:fatahalian-1,Kayvon,Fatahalian,M,696f80f0-16c8-11ed-9b5f-1234bde3cd05
7634621,3,fl:sv_ln:tzvetkov-1,Svetoslav D.,Tzvetkov,M,198a3cb5-16c8-11ed-9b5f-1234bde3cd05
9474022,4,fl:li_ln:mi-1,Liangchuan,Mi,U,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10281524,7,fl:ma_ln:yilmaz-1,Mahmut,Yilmaz,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
11381431,3,fl:ra_ln:ivry-1,Raanan,Ivry,M,8f9859d7-16c8-11ed-9b5f-1234bde3cd05
9430242,2,fl:ol_ln:giroux-2,Olivier,Giroux,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9971576,3,fl:vi_ln:kini-3,Vivek,Kini,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10141930,0,fl:an_ln:gotterba-1,Andreas,Gotterba,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10152310,0,fl:ma_ln:ravishankar-1,Mahesh,Ravishankar,M,816d1200-16c8-11ed-9b5f-1234bde3cd05
10997496,1,fl:an_ln:parashar-1,Angshuman,Parashar,M,0ace1d0b-16c8-11ed-9b5f-1234bde3cd05
11720440,4,fl:da_ln:patrick-5,David Charles,Patrick,M,e08bd564-16c7-11ed-9b5f-1234bde3cd05
11282261,1,fl:jo_ln:burgess-14,John,Burgess,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
6765575,0,fl:do_ln:voorhies-1,Douglas A.,Voorhies,M,c8bb57fa-16c7-11ed-9b5f-1234bde3cd05
9613390,0,fl:fr_ln:diard-1,Franck R.,Diard,M,743c3fb5-16c8-11ed-9b5f-1234bde3cd05
10762425,3,fl:mi_ln:yang-174,Ming-Hsuan,Yang,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
7095386,0,fl:jo_ln:alben-1,Jonah M.,Alben,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11749963,1,fl:ro_ln:naveh-2,Roy,Naveh,M,684421ae-49af-11ed-9879-1234bde3cd05
11526644,0,fl:ka_ln:narayanun-1,Kaushik,Narayanun,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7859548,0,fl:jo_ln:lindholm-5,John Erik,Lindholm,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
8669991,1,fl:je_ln:hall-3,Jesse David,Hall,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12332079,0,fl:ma_ln:ashman-2,Matthew S.,Ashman,M,816cf2b5-16c8-11ed-9b5f-1234bde3cd05
7554546,0,fl:fr_ln:crow-2,Franklin C.,Crow,M,c2e22c7f-16c7-11ed-9b5f-1234bde3cd05
11715251,5,fl:st_ln:birchfield-1,Stanley Thomas,Birchfield,M,816d2d55-16c8-11ed-9b5f-1234bde3cd05
8457838,1,fl:wi_ln:herz-1,William S.,Herz,M,c6999d14-16c7-11ed-9b5f-1234bde3cd05
11390301,4,fl:ti_ln:tsai-28,Timothy,Tsai,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9952843,0,fl:vi_ln:grover-5,Vinod,Grover,M,5d0c8fca-16c8-11ed-9b5f-1234bde3cd05
11961001,0,fl:ma_ln:naumov-2,Maxim,Naumov,M,c324ce6e-16c7-11ed-9b5f-1234bde3cd05
8749662,0,fl:br_ln:cabral-2,Brian Keith,Cabral,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9792122,1,fl:wa_ln:steiner-2,Walter R.,Steiner,M,f3ff5c9e-16c7-11ed-9b5f-1234bde3cd05
8706874,0,fl:ha_ln:chopde-1,Harshal A.,Chopde,M,5e4daa29-16c8-11ed-9b5f-1234bde3cd05
11754716,1,fl:ma_ln:wheeler-18,Mark Damon,Wheeler,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
7937710,0,fl:ri_ln:silkebakken-1,Richard A.,Silkebakken,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12275146,2,fl:mi_ln:macklin-1,Miles,Macklin,M,56dec334-16c8-11ed-9b5f-1234bde3cd05
12055412,2,fl:bh_ln:dedhia-2,Bhaven,Dedhia,M,072f081b-16c8-11ed-9b5f-1234bde3cd05
6577309,5,fl:da_ln:kirk-5,David B.,Kirk,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
9459635,0,fl:wi_ln:dally-2,William J.,Dally,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
10761582,0,fl:da_ln:wyatt-11,David,Wyatt,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
5640591,0,fl:da_ln:rosenthal-6,David S. H.,Rosenthal,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
11367160,6,fl:sr_ln:niverty-2,Sridhar,Niverty,M,371ed099-16c8-11ed-9b5f-1234bde3cd05
11648481,0,fl:su_ln:yerva-3,Suresh,Yerva,M,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
8327123,1,fl:br_ln:coon-1,Brett W.,Coon,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11182309,1,fl:de_ln:foley-8,Denis,Foley,M,0ca49d0f-16c8-11ed-9b5f-1234bde3cd05
12183050,1,fl:ka_ln:purandare-2,Kaustubh,Purandare,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
10515011,2,fl:ge_ln:lynch-2,George R.,Lynch,M,04726932-16c8-11ed-9b5f-1234bde3cd05
7685371,1,fl:ro_ln:alfieri-1,Robert A.,Alfieri,M,fa3555dc-16c7-11ed-9b5f-1234bde3cd05
11328112,0,fl:sh_ln:lee-28,Shang-Ju,Lee,U,907f9ab3-16c8-11ed-9b5f-1234bde3cd05
7339590,2,fl:an_ln:bowen-9,Andrew D.,Bowen,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
12142580,5,fl:be_ln:goska-2,Benjamin,Goska,M,12c9bbe6-16c8-11ed-9b5f-1234bde3cd05
10599606,0,fl:do_ln:lee-395,Donghyuk,Lee,U,7ae82d76-16c8-11ed-9b5f-1234bde3cd05
9507638,4,fl:ge_ln:luiz-1,Gerald F.,Luiz,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
9092170,0,fl:jo_ln:danskin-1,John M.,Danskin,M,073816be-16c8-11ed-9b5f-1234bde3cd05
12266148,7,fl:vi_ln:chintalapudi-1,Vijay,Chintalapudi,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
11769481,0,fl:ke_ln:shih-4,Kevin,Shih,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9823935,2,fl:ch_ln:zhang-306,Chi,Zhang,M,696f80f0-16c8-11ed-9b5f-1234bde3cd05
11487673,6,fl:ro_ln:george-13,Robert,George,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
11133794,2,fl:jo_ln:poulton-1,John W.,Poulton,M,fa3555dc-16c7-11ed-9b5f-1234bde3cd05
7991918,4,fl:sa_ln:nanda-10,Sameer,Nanda,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
10565781,1,fl:di_ln:vanantwerpen-1,Dietger,van Antwerpen,M,3127bc40-16c8-11ed-9b5f-1234bde3cd05
9740553,6,fl:sr_ln:ramakrishnan-2,Sridharan,Ramakrishnan,M,c23317c8-16c7-11ed-9b5f-1234bde3cd05
7382368,2,fl:jo_ln:montrym-1,John S.,Montrym,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
8587581,7,fl:ja_ln:bowman-1,James C.,Bowman,M,c3134b01-16c7-11ed-9b5f-1234bde3cd05
8321849,5,fl:ro_ln:glanville-1,Robert Steven,Glanville,M,c6a61746-16c7-11ed-9b5f-1234bde3cd05
7987065,1,fl:fr_ln:diard-1,Franck R.,Diard,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
7478289,4,fl:se_ln:treichler-1,Sean J.,Treichler,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
10169091,0,fl:ni_ln:barrowwilliams-1,Nick,Barrow-Williams,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
11214273,1,fl:t._ln:chan-2,T. Y.,Chan,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8407443,0,fl:br_ln:nordquist-1,Bryon S.,Nordquist,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11409597,1,fl:si_ln:hari-2,Siva Kumar Sastry,Hari,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
11270161,2,fl:ja_ln:kautz-1,Jan,Kautz,F,0ea025b8-16c8-11ed-9b5f-1234bde3cd05
10430356,1,fl:jo_ln:evans-19,Jonathon Stuart Ramsey,Evans,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8340512,2,fl:so_ln:dey-2,Soumenkumar,Dey,U,119ae6d0-16c8-11ed-9b5f-1234bde3cd05
11695601,3,fl:se_ln:kumar-16,Seema,Kumar,F,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11741015,2,fl:sh_ln:cheung-16,Sherry,Cheung,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
12131556,2,fl:zh_ln:ye-49,Zhaoting,Ye,U,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9639336,1,fl:ma_ln:kudlur-1,Manjunath,Kudlur,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11683453,3,fl:sh_ln:wang-832,Shuo,Wang,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11636063,4,fl:ah_ln:itani-1,Ahmad,Itani,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11372465,0,fl:as_ln:srinivasan-3,Ashok,Srinivasan,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
10388059,1,fl:al_ln:corso-1,Alessandro Dal,Corso,M,bab0afc5-16c7-11ed-9b5f-1234bde3cd05
10776532,2,fl:an_ln:voroshilov-1,Andrey,Voroshilov,M,13796783-16c8-11ed-9b5f-1234bde3cd05
10991155,2,fl:ib_ln:eden-1,Ibrahim,Eden,M,816d1200-16c8-11ed-9b5f-1234bde3cd05
8941669,0,fl:he_ln:moreton-1,Henry Packard,Moreton,M,c4f7422a-16c7-11ed-9b5f-1234bde3cd05
11931909,0,fl:jo_ln:tremblay-1,Jonathan,Tremblay,M,816d1200-16c8-11ed-9b5f-1234bde3cd05
7519892,2,fl:ba_ln:wagner-3,Barry A.,Wagner,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11881255,4,fl:we_ln:lo-96,Wen-Hung,Lo,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
8212831,1,fl:ri_ln:iwamoto-3,Rick M.,Iwamoto,M,c6a61746-16c7-11ed-9b5f-1234bde3cd05
9978171,2,fl:ru_ln:bastos-1,Rui M.,Bastos,M,610830c9-16c8-11ed-9b5f-1234bde3cd05
9767538,0,fl:ka_ln:pulli-1,Kari,Pulli,F,a26e22db-16c8-11ed-9b5f-1234bde3cd05
8412218,0,fl:ch_ln:kodikarapatabandi-1,Chandrika K.,Kodikara Patabandi,F,4f91d476-16c8-11ed-9b5f-1234bde3cd05
9798569,2,fl:se_ln:lee-460,Sean,Lee,M,816d1200-16c8-11ed-9b5f-1234bde3cd05
6950107,3,fl:ru_ln:bastos-2,Rul M.,Bastos,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9639474,1,fl:jo_ln:mashey-1,John,Mashey,M,c2e22c7f-16c7-11ed-9b5f-1234bde3cd05
8717372,0,fl:da_ln:wyatt-11,David,Wyatt,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11978266,1,fl:ni_ln:avadhanam-1,Niranjan,Avadhanam,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
12340259,0,fl:mi_ln:parker-13,Michael Allen,Parker,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7483032,1,fl:sh_ln:keil-2,Shane J.,Keil,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7370153,0,fl:ra_ln:danilak-2,Radoslav,Danilak,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8373717,1,fl:he_ln:moreton-1,Henry Packard,Moreton,M,c4f7422a-16c7-11ed-9b5f-1234bde3cd05
10754775,3,fl:ka_ln:agarwal-5,Kaushal,Agarwal,F,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
10761582,1,fl:ra_ln:jacoby-3,Rambod,Jacoby,U,13f05eea-16c8-11ed-9b5f-1234bde3cd05
6894687,3,fl:mi_ln:gold-3,Michael,Gold,M,b7fd1cfb-16c7-11ed-9b5f-1234bde3cd05
10095548,4,fl:an_ln:rajendran-2,Anjana,Rajendran,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9395799,2,fl:he_ln:doshi-2,Hemalkumar Chandrkant,Doshi,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
8176545,0,fl:da_ln:greenfield-4,Daniel,Greenfield,M,224dae5d-16c8-11ed-9b5f-1234bde3cd05
10317678,1,fl:da_ln:luebke-3,David Patrick,Luebke,M,02bfdd25-16c8-11ed-9b5f-1234bde3cd05
11256568,3,fl:ba_ln:wagner-3,Barry A.,Wagner,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7487371,5,fl:jo_ln:titus-6,Joshua,Titus,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
10817289,0,fl:si_ln:hari-2,Siva Kumar Sastry,Hari,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7685371,0,fl:sa_ln:duncan-1,Samuel H.,Duncan,M,05dc2e20-16c8-11ed-9b5f-1234bde3cd05
9734545,0,fl:je_ln:duluk-1,Jerome F.,"Duluk, Jr.",M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
11468582,0,fl:in_ln:yoo-33,Innfarn,Yoo,U,6482ff1a-49af-11ed-9879-1234bde3cd05
10402937,0,fl:ro_ln:dimitrov-3,Rouslan,Dimitrov,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7898549,0,fl:ro_ln:cunniff-1,Ross,Cunniff,M,8f94a78e-16c8-11ed-9b5f-1234bde3cd05
11756254,1,fl:ap_ln:ellis-1,Apollo,Ellis,M,c1dc6ee1-16c7-11ed-9b5f-1234bde3cd05
8060700,3,fl:pa_ln:marchand-3,Patrick R.,Marchand,M,003d9d56-16c8-11ed-9b5f-1234bde3cd05
12288404,2,fl:da_ln:clark-69,Dave,Clark,M,6d380d52-16c8-11ed-9b5f-1234bde3cd05
12125277,2,fl:zh_ln:liu-436,Zheng,Liu,M,b86c5343-16c7-11ed-9b5f-1234bde3cd05
6362997,2,fl:ba_ln:wagner-3,Barry A.,Wagner,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8947432,2,fl:da_ln:luebke-3,David Patrick,Luebke,M,02bfdd25-16c8-11ed-9b5f-1234bde3cd05
12248788,5,fl:ra_ln:dash-1,Rajballav,DASH,U,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8068118,1,fl:wi_ln:newhall-1,William Parsons,"Newhall, Jr.",M,4affd925-16c8-11ed-9b5f-1234bde3cd05
11281221,0,fl:ni_ln:smolyanskiy-2,Nikolai,Smolyanskiy,M,5836da24-16c8-11ed-9b5f-1234bde3cd05
12266148,9,fl:jo_ln:zedlewski-1,John,Zedlewski,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
9286659,2,fl:yu_ln:uralsky-2,Yury,Uralsky,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12141941,0,fl:te_ln:karras-1,Tero Tapani,Karras,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
9442759,4,fl:je_ln:duluk-1,Jerome F.,"Duluk, Jr.",M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
7053904,4,fl:st_ln:molnar-1,Steven E.,Molnar,M,fa3555dc-16c7-11ed-9b5f-1234bde3cd05
7243341,0,fl:er_ln:murray-3,Eric A.,Murray,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
10902556,0,fl:da_ln:cook-43,David,Cook,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7936355,1,fl:de_ln:gustafsson-1,Dennis,Gustafsson,M,4f30443a-16c8-11ed-9b5f-1234bde3cd05
11593988,2,fl:ja_ln:pantaleoni-1,Jacopo,Pantaleoni,M,3127bc40-16c8-11ed-9b5f-1234bde3cd05
9507470,0,fl:da_ln:jung-27,David,Jung,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
9678775,0,fl:vi_ln:grover-5,Vinod,Grover,M,5d0c8fca-16c8-11ed-9b5f-1234bde3cd05
7859541,0,fl:jo_ln:montrym-1,John S.,Montrym,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
11880927,2,fl:ki_ln:kim-175,Kihwan,Kim,U,b7fd1cfb-16c7-11ed-9b5f-1234bde3cd05
D958860,4,fl:gr_ln:kopka-1,Gregor Markus,Kopka,M,bb6d1283-16c7-11ed-9b5f-1234bde3cd05
9824009,1,fl:gu_ln:rozas-2,Guillermo J.,Rozas,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
9432674,1,fl:th_ln:karpati-1,Thomas,Karpati,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
9875105,7,fl:ma_ln:ekman-6,Magnus,Ekman,M,c3123a8f-16c7-11ed-9b5f-1234bde3cd05
7334050,4,fl:ro_ln:marian-1,Robin,Marian,M,0712f582-16c8-11ed-9b5f-1234bde3cd05
11200725,6,fl:ig_ln:llamas-1,Ignacio,Llamas,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
8677106,2,fl:ro_ln:glanville-1,Robert Steven,Glanville,M,c6a61746-16c7-11ed-9b5f-1234bde3cd05
7603246,1,fl:ba_ln:wagner-3,Barry A.,Wagner,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
10769076,3,fl:vy_ln:venkataraman-1,Vyas,Venkataraman,M,072ec31a-16c8-11ed-9b5f-1234bde3cd05
11783532,1,fl:zi_ln:chen-33,Zitian,Chen,U,0802c8ce-16c8-11ed-9b5f-1234bde3cd05
11249905,6,fl:la_ln:shah-2,Lacky V.,Shah,M,b86c5343-16c7-11ed-9b5f-1234bde3cd05
11100643,5,fl:te_ln:yang-15,Te-Chung Isaac,Yang,M,c312e3d5-16c7-11ed-9b5f-1234bde3cd05
7053901,7,fl:fr_ln:diard-1,Franck R.,Diard,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
9312866,0,fl:ta_ln:liu-112,Tao,Liu,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9946666,2,fl:be_ln:schneider-8,Bengt-Olaf,Schneider,M,0951a6b6-16c8-11ed-9b5f-1234bde3cd05
11960433,1,fl:ch_ln:newburn-2,Christopher J.,Newburn,M,e79e9e6d-16c7-11ed-9b5f-1234bde3cd05
8782291,0,fl:ar_ln:toorians-1,Arman,Toorians,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9792220,3,fl:ma_ln:hairgrove-1,Mark,Hairgrove,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
12154213,0,fl:al_ln:wolfe-8,Alan Robert,Wolfe,M,c312e9ed-16c7-11ed-9b5f-1234bde3cd05
7928989,3,fl:ni_ln:carter-6,Nicholas,Carter,M,5836da24-16c8-11ed-9b5f-1234bde3cd05
12267210,0,fl:pe_ln:aziz-2,Pervez M.,Aziz,M,439af3dd-16c8-11ed-9b5f-1234bde3cd05
12150284,1,fl:mo_ln:nabian-1,Mohammad Amin,Nabian,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
8051279,4,fl:ch_ln:lin-1061,Chia-Ching,Lin,F,90cc872d-16c8-11ed-9b5f-1234bde3cd05
9471395,3,fl:ma_ln:overby-1,Mark A.,Overby,M,bb6d1283-16c7-11ed-9b5f-1234bde3cd05
6894385,1,fl:ra_ln:chen-23,Ray T.,Chen,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
7508398,3,fl:ga_ln:tarolli-1,Gary M.,Tarolli,M,0becf5ff-16c8-11ed-9b5f-1234bde3cd05
8412212,0,fl:ch_ln:kodikarapatabandi-1,Chandrika K.,Kodikara Patabandi,F,6dcc49ca-16c8-11ed-9b5f-1234bde3cd05
9602083,0,fl:ka_ln:bollapalli-1,Kalyana,Bollapalli,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7478289,0,fl:an_ln:tamasi-1,Anthony Michael,Tamasi,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
12183063,2,fl:ma_ln:bojarski-2,Mariusz,Bojarski,M,0e262247-16c8-11ed-9b5f-1234bde3cd05
8327173,0,fl:ne_ln:hendin-1,Neil,Hendin,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
9612836,2,fl:ol_ln:giroux-2,Olivier,Giroux,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12067409,2,fl:as_ln:reid-1,Ashley,Reid,M,3127bc40-16c8-11ed-9b5f-1234bde3cd05
10317678,0,fl:ka_ln:aksit-1,Kaan,Aksit,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
11468915,0,fl:ja_ln:vanwelzen-3,James Lewis,van Welzen,M,8a896421-16c8-11ed-9b5f-1234bde3cd05
9030480,0,fl:ro_ln:allen-9,Roger L.,Allen,M,c7583d1c-16c7-11ed-9b5f-1234bde3cd05
7573485,2,fl:mi_ln:toksvig-1,Michael J. M.,Toksvig,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
9547932,0,fl:te_ln:karras-1,Tero Tapani,Karras,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
7292254,2,fl:an_ln:tao-9,Andrew,Tao,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
10628160,1,fl:ja_ln:vanzoeren-1,James,van Zoeren,M,cc87f4a7-16c7-11ed-9b5f-1234bde3cd05
8004522,1,fl:br_ln:cabral-2,Brian Keith,Cabral,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11954862,2,fl:ra_ln:shetty-19,Rajath,Shetty,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
11668750,4,fl:mi_ln:sonawane-1,Milind,Sonawane,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10157309,3,fl:ki_ln:kim-175,Kihwan,Kim,U,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
12175739,5,fl:sa_ln:oh-74,Sangmin,Oh,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11320273,1,fl:li_ln:yang-239,Lin,Yang,M,c324ce6e-16c7-11ed-9b5f-1234bde3cd05
11367208,1,fl:de_ln:schroeter-1,Derik,Schroeter,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
7684440,1,fl:an_ln:rajagopalan-5,Anand,Rajagopalan,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9092170,1,fl:an_ln:tamasi-1,Anthony Michael,Tamasi,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
